

Escherichia coli O157:H7 Sakai (EHEC)
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
1536	-	ECs3035	15832289	1	2966838	2967722	1
1537	-	ECs3036	15832290	1	2967872	2968591	1
1537	-	ECs3037	15832291	1	2968594	2968833	2
1538	-	ECs3038	15832292	1	2969027	2970265	1
1538	-	ECs3039	162139776	1	2970259	2971494	2
1539	-	ECs3043	15832297	-1	2975621	2976661	1
1539	-	ECs3042	15832296	-1	2974344	2975342	2
1539	-	ECs3041	15832295	-1	2972763	2974283	3
1539	mglC	ECs3040	15832294	-1	2971737	2972747	4
1540	folE	ECs3045	15832299	-1	2977977	2978645	1
1540	-	ECs3044	15832298	-1	2976803	2977960	2
1541	-	ECs3046	15832300	1	2978903	2979739	1
1542	-	ECs3047	15832301	-1	2979771	2981750	1
1543	-	ECs3048	15832302	-1	2982042	2983511	1
1544	-	ECs3049	15832303	-1	2983716	2984597	1
1545	-	ECs3050	15832304	1	2984696	2985745	1
1546	-	ECs3051	15832305	1	2985819	2986676	1
1546	-	ECs3052	15832306	1	2986679	2987767	2
1547	-	ECs3053	15832307	-1	2987823	2989073	1
1548	rihB	ECs3054	15832308	-1	2989173	2990114	1
1549	-	ECs3055	38704059	1	2990244	2990942	1
1550	-	ECs3056	15832310	-1	2991013	2992263	1
1551	-	ECs3058	15832312	-1	2993283	2994224	1
1551	-	ECs3057	15832311	-1	2992357	2993295	2
1552	-	ECs3061	15832315	-1	2997294	2998424	1
1552	fruK	ECs3060	15832314	-1	2996356	2997294	2
1552	-	ECs3059	15832313	-1	2994648	2996339	3
1553	-	ECs3062	15832316	1	2998792	2999973	1
1554	-	ECs3063	38704060	1	3000379	3000951	1
1555	-	ECs3064	15832318	1	3001174	3002640	1
1556	-	ECs3065	15832319	1	3002758	3003744	1
1556	-	ECs3066	38704061	1	3003783	3004496	2
1557	spr	ECs3067	15832321	1	3004909	3005475	1
1558	-	ECs3068	15832322	1	3005656	3007212	1
1559	-	ECs3069	38704062	1	3007294	3009108	1
1559	-	ECs3070	15832324	1	3009109	3010203	2
1559	-	ECs3071	15832325	1	3010203	3011228	3
1559	-	ECs3072	15832326	1	3011230	3012819	4
1560	-	ECs3073	15832327	-1	3012823	3013167	1
1561	-	ECs3075	15832329	-1	3014718	3015413	1
1561	-	ECs3074	15832328	-1	3013500	3014690	2
1562	-	ECs3076	15832330	1	3015562	3017322	1
1563	-	ECs3077	15832331	1	3017447	3017731	1
1564	-	ECs3078	15832332	-1	3017870	3018877	1
1565	-	ECs3079	15832333	1	3019059	3019286	1
1565	-	ECs3080	15832334	1	3019306	3021066	2
1566	-	ECs3081	15832335	-1	3021318	3023828	1
1567	-	ECs3082	15832336	1	3024229	3024876	1
1568	-	ECs3097	15832351	-1	3036556	3037050	1
1568	-	ECs3096	15832350	-1	3036303	3036566	2
1568	-	ECs3095	15832349	-1	3033820	3036306	3
1568	napG	ECs3094	15832348	-1	3033118	3033813	4
1568	napH	ECs3093	15832347	-1	3032268	3033131	5
1568	napB	ECs3092	38704063	-1	3031822	3032271	6
1568	-	ECs3091	15832345	-1	3031210	3031812	7
1568	-	ECs3090	15832344	-1	3030574	3031191	8
1568	-	ECs3089	15832343	-1	3029915	3030577	9
1568	-	ECs3088	15832342	-1	3029136	3029873	10
1568	-	ECs3087	15832341	-1	3028930	3029139	11
1568	-	ECs3086	15832340	-1	3028454	3028933	12
1568	-	ECs3085	15832339	-1	3026514	3028457	13
1568	-	ECs3084	15832338	-1	3025960	3026517	14
1568	-	ECs3083	15832337	-1	3024911	3025963	15
1569	-	ECs3098	15832352	1	3037457	3037945	1
1570	-	ECs3099	15832353	-1	3038095	3039741	1
1571	-	ECs3100	15832354	-1	3039959	3041602	1
1572	-	ECs3102	15832356	-1	3042328	3043392	1
1572	-	ECs3101	15832355	-1	3041678	3042328	2
1573	-	ECs3103	15832357	-1	3043466	3044521	1
1574	-	ECs3104	15832358	-1	3044633	3045736	1
1575	-	ECs3105	15832359	1	3046475	3049147	1
1575	-	ECs3106	15832360	1	3049164	3049814	2
1576	-	ECs3107	162139775	-1	3050014	3052863	1
1577	-	ECs3109	15832363	-1	3053919	3054620	1
1577	-	ECs3108	15832362	-1	3053138	3053914	2
1578	-	ECs3113	162139774	-1	3060727	3062325	1
1578	-	ECs3112	38704065	-1	3060107	3060730	2
1578	-	ECs3111	15832365	-1	3055569	3060173	3
1578	-	ECs3110	15832364	-1	3054774	3055568	4
1579	-	ECs3114	15832368	-1	3062563	3065190	1
1580	-	ECs3115	15832369	1	3065337	3066059	1
1581	-	ECs3116	15832370	-1	3066200	3069952	1
1582	-	ECs3117	15832371	1	3070648	3072933	1
1582	nrdB	ECs3118	15832372	1	3073160	3074290	2
1582	-	ECs3119	15832373	1	3074290	3074544	3
1583	-	ECs3120	15832374	-1	3074598	3075248	1
1584	-	ECs3121	15832375	-1	3075329	3076519	1
1585	-	ECs3122	15832376	1	3076671	3077549	1
1586	-	ECs3123	15832377	1	3078013	3079083	1
1587	glpT	ECs3125	15832379	-1	3080388	3081746	1
1587	glpQ	ECs3124	15832378	-1	3079307	3080383	2
1588	glpA	ECs3126	15832380	1	3082019	3083647	1
1588	-	ECs3127	15832381	1	3083637	3084896	2
1588	glpC	ECs3128	15832382	1	3084893	3086083	3
1589	-	ECs3129	15832383	1	3086276	3087202	1
1590	-	ECs3131	15832385	-1	3088063	3088815	1
1590	-	ECs3130	15832384	-1	3087243	3087995	2
1591	-	ECs3132	15832386	1	3088892	3089218	1
1591	-	ECs3133	15832387	1	3089215	3090105	2
1592	-	ECs3136	15832390	-1	3091942	3092724	1
1592	-	ECs3135	15832389	-1	3090722	3091939	2
1592	-	ECs3134	15832388	-1	3090108	3090665	3
1593	-	ECs3137	15832391	-1	3092944	3094146	1
1594	-	ECs3138	38704066	-1	3094246	3094788	1
1595	-	ECs3139	15832393	1	3095067	3095492	1
1596	-	ECs3140	15832394	-1	3095531	3096133	1
1597	-	ECs3141	162139718	1	3096441	3097580	1
1597	-	ECs3142	15832396	1	3097584	3098552	2
1597	-	ECs3143	15832397	1	3098552	3100534	3
1597	-	ECs3144	15832398	1	3100531	3101421	4
1597	arnT	ECs3145	15832399	1	3101421	3103073	5
1597	-	ECs5486	38704068	1	3103070	3103405	6
1597	-	ECs3146	38704069	1	3103405	3103791	7
1598	-	ECs3147	15832401	-1	3103785	3104081	1
1599	-	ECs3153	38704070	-1	3109861	3111156	1
1599	-	ECs3152	15832406	-1	3108102	3109772	2
1599	-	ECs3151	15832405	-1	3107347	3108105	3
1599	-	ECs3150	15832404	-1	3106475	3107332	4
1599	-	ECs3149	15832403	-1	3105513	3106475	5
1599	-	ECs3148	15832402	-1	3104161	3105516	6
1600	-	ECs3155	15832409	-1	3111595	3112056	1
1600	-	ECs3154	15832408	-1	3111235	3111540	2
1601	-	ECs3156	162139773	1	3112121	3113038	1
1602	-	ECs3157	15832411	1	3113226	3114449	1
1603	-	ECs3158	15832412	1	3115098	3115478	1
1604	-	ECs3159	15832413	1	3115581	3116084	1
1605	-	ECs3172	38704072	-1	3130799	3131236	1
1605	-	ECs3171	15832425	-1	3130121	3130783	2
1605	-	ECs3170	15832424	-1	3128225	3130027	3
1605	-	ECs3169	15832423	-1	3127722	3128222	4
1605	-	ECs3168	15832422	-1	3126388	3127725	5
1605	-	ECs3167	38704071	-1	3123609	3126335	6
1605	-	ECs3166	15832420	-1	3122635	3123612	7
1605	-	ECs3165	15832419	-1	3122078	3122620	8
1605	-	ECs3164	15832418	-1	3121512	3122066	9
1605	-	ECs3163	15832417	-1	3121213	3121515	10
1605	-	ECs3162	15832416	-1	3119375	3121216	11
1605	-	ECs3161	15832415	-1	3117615	3119144	12
1605	-	ECs3160	162139772	-1	3116151	3117608	13
1606	-	ECs3173	15832427	-1	3131873	3132811	1
1607	-	ECs3174	15832428	1	3133731	3134948	1
1608	-	ECs3175	15832429	1	3135032	3135631	1
1609	-	ECs3178	162139771	-1	3138270	3138764	1
1609	-	ECs3177	15832431	-1	3137609	3138259	2
1609	-	ECs3176	15832430	-1	3135690	3137522	3
1610	-	ECs3179	15832433	-1	3138980	3139303	1
1611	-	ECs3180	15832434	1	3139641	3140843	1
1611	-	ECs3181	15832435	1	3140918	3143062	2
1612	-	ECs3182	162139770	1	3143252	3144772	1
1613	-	ECs3185	15832439	-1	3146012	3146656	1
1613	-	ECs3184	38704073	-1	3145405	3145956	2
1613	-	ECs3183	15832437	-1	3144805	3145347	3
1614	-	ECs3186	15832440	1	3146792	3147439	1
1614	folX	ECs3187	15832441	1	3147496	3147858	2
1614	-	ECs3188	15832442	1	3147879	3148772	3
1615	-	ECs3189	15832443	-1	3148820	3149710	1
1616	-	ECs3193	15832447	-1	3152177	3152959	1
1616	-	ECs3192	15832446	-1	3151401	3152087	2
1616	-	ECs3191	15832445	-1	3150688	3151404	3
1616	-	ECs3190	15832444	-1	3149907	3150680	4
1617	-	ECs3194	15832448	-1	3153180	3153962	1
1618	-	ECs3197	15832451	-1	3156446	3156934	1
1618	-	ECs3196	15832450	-1	3154892	3156409	2
1618	-	ECs3195	15832449	-1	3154228	3154797	3
1619	-	ECs3200	15832454	-1	3159365	3160279	1
1619	-	ECs3199	15832453	-1	3158027	3159295	2
1619	-	ECs3198	162139769	-1	3157375	3158037	3
1620	-	ECs3201	15832455	-1	3160435	3161094	1
1621	-	ECs3204	15832458	-1	3163068	3164204	1
1621	-	ECs3203	15832457	-1	3161989	3163002	2
1621	truA	ECs3202	15832456	-1	3161177	3161989	3
1622	flk	ECs3205	15832459	1	3164303	3165298	1
1623	-	ECs3206	15832460	-1	3165295	3166473	1
1624	-	ECs3207	15832461	-1	3166748	3167968	1
1625	mnmC	ECs3208	38704075	1	3168127	3170133	1
1626	-	ECs3214	15832469	1	3174969	3175520	1
1627	-	ECs3215	38704076	-1	3173871	3174803	1
1627	-	ECs3213	15832467	-1	3172751	3173836	2
1627	mepA	ECs3212	15832466	-1	3171923	3172747	3
1627	-	ECs3211	15832465	-1	3171114	3171923	4
1627	-	ECs3210	15832464	-1	3170566	3171114	5
1627	-	ECs3209	15832463	-1	3170254	3170532	6
1628	-	ECs3222	15832476	-1	3181533	3182096	1
1628	-	ECs3221	15832475	-1	3178812	3181451	2
1628	-	ECs3220	15832474	-1	3178031	3178789	3
1628	-	ECs3219	15832473	-1	3177520	3178020	4
1628	-	ECs3218	15832472	-1	3177053	3177523	5
1628	-	ECs3217	15832471	-1	3176535	3177083	6
1628	-	ECs3216	15832470	-1	3175691	3176533	7
1629	-	ECs3223	15832477	-1	3182742	3183227	1
1630	fadI	ECs3225	15832479	-1	3185574	3186884	1
1630	fadJ	ECs3224	15832478	-1	3183430	3185574	2
1631	-	ECs3226	38704077	-1	3187064	3187348	1
1632	-	ECs3227	15832481	1	3187714	3189060	1
1633	-	ECs3228	15832482	1	3189425	3190456	1
1634	-	ECs3229	15832483	-1	3190851	3191606	1
1635	-	ECs3230	15832484	1	3191900	3192832	1
1636	-	ECs3231	15832485	1	3193144	3194301	1
1637	-	ECs3235	15832489	-1	3196756	3197043	1
1637	-	ECs3234	15832488	-1	3196289	3196756	2
1637	-	ECs3233	15832487	-1	3195622	3196302	3
1637	-	ECs3232	15832486	-1	3194476	3195612	4
1638	-	ECs3236	15832490	1	3197308	3198003	1
1639	-	ECs3238	15832492	-1	3198673	3200085	1
1640	-	ECs3239	15832493	-1	3200272	3200448	1
1641	-	ECs3240	15832494	1	3200751	3201377	1
1642	-	ECs3242	15832496	-1	3203294	3204208	1
1642	lacY	ECs3241	15832495	-1	3201975	3203222	2
1643	-	ECs3243	15832497	1	3204424	3205857	1
1644	-	ECs3244	15832498	-1	3205865	3206860	1
1645	-	ECs3245	15832499	1	3207339	3208667	1
1646	-	ECs3247	15832501	-1	3210313	3211476	1
1646	-	ECs3246	15832500	-1	3208775	3210313	2
1647	-	ECs3248	15832502	1	3211892	3212506	1
1647	-	ECs3249	15832503	1	3212511	3216104	2
1648	-	ECs3251	15832505	-1	3217071	3217301	1
1648	-	ECs3250	15832504	-1	3216160	3217086	2
1649	-	ECs3252	15832506	-1	3217375	3218319	1
1650	-	ECs3254	15832508	-1	3220137	3221387	1
1650	-	ECs3253	15832507	-1	3218389	3220083	2
1651	-	ECs3255	15832509	-1	3221900	3222535	1
1652	-	ECs3256	15832510	1	3222831	3223106	1
1653	-	ECs3257	15832511	-1	3223183	3223425	1
1654	-	ECs3258	38704078	1	3223778	3224698	1
1655	-	ECs3259	15832513	-1	3225190	3226428	1
1656	-	ECs3260	15832514	1	3226805	3228502	1
1656	-	ECs3261	15832515	1	3228517	3229251	2
1656	-	ECs3262	15832516	1	3229264	3230121	3
1657	-	ECs3267	15832521	-1	3236050	3236376	1
1657	-	ECs3266	15832520	-1	3234781	3236028	2
1657	-	ECs3265	15832519	-1	3233681	3234766	3
1657	-	ECs3264	15832518	-1	3232644	3233681	4
1657	-	ECs3263	15832517	-1	3230124	3232619	5
1658	glk	ECs3268	15832522	-1	3236595	3237560	1
1659	-	ECs3269	15832523	1	3237764	3239020	1
1660	-	ECs3270	15832524	1	3239135	3239461	1
1661	-	ECs3271	15832525	-1	3239601	3240839	1
1662	-	ECs3272	15832526	1	3241175	3242377	1
1663	-	ECs3273	15832527	-1	3242427	3244616	1
1664	-	ECs3274	15832528	1	3245235	3245594	1
1664	-	ECs3275	15832529	1	3245596	3245988	2
1665	-	ECs3276	38704079	-1	3246028	3247236	1
1666	-	ECs3277	15832531	1	3247244	3247786	1
1667	gltX	ECs3278	15832532	-1	3247787	3249202	1
1668	-	ECs3279	15832533	1	3249977	3250318	1
1669	-	ECs3281	15832535	-1	3250681	3251235	1
1669	-	ECs3280	15832534	-1	3250309	3250659	2
1670	-	ECs3282	15832536	1	3251325	3252323	1
1671	-	ECs3284	15832538	-1	3254626	3255624	1
1671	ligA	ECs3283	15832537	-1	3252540	3254555	2
1671	-	ECs5495	38704080	-1	3252320	3252538	3
1672	-	ECs3285	15832539	1	3255854	3256615	1
1673	-	ECs3286	15832540	1	3256800	3257771	1
1674	-	ECs3287	15832541	1	3258155	3258412	1
1674	-	ECs3288	15832542	1	3258457	3260184	2
1674	-	ECs3289	15832543	1	3260225	3260734	3
1675	pdxK	ECs3290	15832544	-1	3260777	3261628	1
1676	-	ECs3291	15832545	1	3261733	3262065	1
1677	-	ECs3296	15832550	-1	3265943	3266959	1
1677	-	ECs3295	15832549	-1	3265110	3265943	2
1677	cysW	ECs3294	38704081	-1	3264235	3265110	3
1677	-	ECs3293	15832547	-1	3263148	3264245	4
1677	cysM	ECs3292	15832546	-1	3262103	3263014	5
1678	-	ECs3297	38704082	-1	3267117	3267908	1
1679	-	ECs3298	15832552	-1	3268037	3268894	1
1680	murQ	ECs3299	15832553	1	3269058	3269954	1
1680	murP	ECs3300	15832554	1	3269958	3271382	2
1680	-	ECs3301	15832555	1	3271387	3272691	3
1681	-	ECs3302	38704083	-1	3272749	3273648	1
1682	-	ECs3305	38704085	-1	3274816	3275241	1
1682	-	ECs3304	38704084	-1	3274380	3274829	2
1682	-	ECs3303	15832557	-1	3273744	3274319	3
1683	-	ECs3306	15832560	1	3275455	3276324	1
1683	-	ECs3307	15832561	1	3276328	3277227	2
1684	-	ECs3324	38704088	-1	3291594	3291929	1
1684	-	ECs3323	15832577	-1	3291102	3291581	2
1684	-	ECs3322	15832576	-1	3290426	3291127	3
1684	-	ECs3321	15832575	-1	3289698	3290429	4
1684	eutD	ECs3320	15832574	-1	3288685	3289701	5
1684	-	ECs3319	162139768	-1	3288353	3288646	6
1684	-	ECs3318	15832572	-1	3287959	3288246	7
1684	-	ECs3317	15832571	-1	3286544	3287947	8
1684	-	ECs3316	15832570	-1	3285697	3286533	9
1684	-	ECs3315	38704087	-1	3284520	3285707	10
1684	-	ECs3314	15832568	-1	3283194	3284420	11
1684	eutA	ECs3313	15832567	-1	3281794	3283197	12
1684	-	ECs3312	15832566	-1	3280421	3281782	13
1684	-	ECs3311	15832565	-1	3279513	3280400	14
1684	-	ECs3310	15832564	-1	3278844	3279503	15
1684	-	ECs3309	38704086	-1	3278331	3278831	16
1684	-	ECs3308	15832562	-1	3277233	3278285	17
1685	-	ECs3325	15832579	-1	3292222	3294501	1
1686	-	ECs3326	15832580	1	3294790	3295740	1
1686	-	ECs3327	15832581	1	3295760	3297763	2
1687	-	ECs3328	15832582	-1	3297858	3298901	1
1688	-	ECs3329	15832583	-1	3299027	3299602	1
1689	-	ECs3330	15832584	-1	3299670	3301649	1
1690	-	ECs3331	15832585	1	3301855	3303555	1
1691	-	ECs3332	15832586	1	3303719	3306832	1
1692	-	ECs3333	15832587	1	3307371	3307727	1
1692	-	ECs3334	15832588	1	3307731	3308858	2
1692	-	ECs5496	38704089	1	3308886	3309086	3
1693	-	ECs3335	162139767	-1	3309167	3309865	1
1694	-	ECs3337	15832591	-1	3311969	3312832	1
1694	-	ECs3336	15832590	-1	3309939	3311954	2
1695	-	ECs3338	15832592	-1	3313000	3313713	1
1696	dapA	ECs3340	15832594	-1	3314977	3315855	1
1696	-	ECs3339	38704090	-1	3313926	3314960	2
1697	gcvR	ECs3341	38704091	1	3316001	3316573	1
1697	bcp	ECs3342	15832596	1	3316573	3317043	2
1698	-	ECs3343	38704092	1	3317296	3317913	1
1698	-	ECs3344	15832598	1	3317913	3319931	2
1698	-	ECs3345	38704093	1	3319942	3320889	3
1698	-	ECs3346	15832600	1	3320906	3322345	4
1698	hyfE	ECs3347	15832601	1	3322357	3323007	5
1698	-	ECs3348	15832602	1	3323012	3324592	6
1698	-	ECs3349	15832603	1	3324582	3326297	7
1698	-	ECs3350	15832604	1	3326307	3326852	8
1698	-	ECs3351	15832605	1	3326849	3327607	9
1699	-	ECs3352	15832606	1	3327537	3328013	1
1700	-	ECs3353	38704094	1	3328043	3330055	1
1700	focB	ECs3354	15832608	1	3330077	3330925	2
1701	-	ECs3355	15832609	-1	3330963	3332024	1
1702	-	ECs3356	15832610	1	3332237	3333700	1
1702	-	ECs3357	15832611	1	3333721	3334080	2
1703	upp	ECs3360	38704095	-1	3336389	3337015	1
1703	-	ECs3359	15832613	-1	3335014	3336303	2
1703	-	ECs3358	15832612	-1	3334218	3334964	3
1704	-	ECs3361	15832615	1	3337340	3338377	1
1704	purN	ECs3362	15832616	1	3338377	3339015	2
1705	-	ECs3363	15832617	1	3339186	3341252	1
1705	-	ECs3364	15832618	1	3341257	3342798	2
1706	-	ECs3365	15832619	-1	3342837	3345080	1
1707	-	ECs3366	15832620	1	3345432	3345623	1
1708	-	ECs3367	15832621	1	3345934	3346452	1
1708	-	ECs3368	15832622	1	3346468	3347007	2
1709	-	ECs3370	15832624	-1	3348746	3350212	1
1709	guaA	ECs3369	15832623	-1	3347100	3348677	2
1710	xseA	ECs3371	15832625	1	3350374	3351744	1
1711	-	ECs3372	15832626	-1	3351741	3351956	1
1712	-	ECs3378	15832632	-1	3357972	3358985	1
1712	ispG	ECs3377	15832631	-1	3356827	3357945	2
1712	hisS	ECs3376	15832630	-1	3355442	3356716	3
1712	-	ECs3375	15832629	-1	3354804	3355424	4
1712	-	ECs3374	15832628	-1	3353615	3354793	5
1712	engA	ECs3373	162139766	-1	3352025	3353497	6
1713	-	ECs3379	15832633	-1	3359270	3360424	1
1714	ndk	ECs3380	15832634	-1	3360574	3361005	1
1715	-	ECs3384	15832638	-1	3363440	3365821	1
1715	-	ECs3383	15832637	-1	3362814	3363443	2
1715	-	ECs3382	15832636	-1	3362000	3362821	3
1715	-	ECs3381	15832635	-1	3361146	3362000	4
1716	-	ECs3386	15832640	-1	3368298	3373259	1
1716	-	ECs3385	15832639	-1	3365985	3368297	2
1717	sseA	ECs3387	38704097	1	3373466	3374311	1
1718	-	ECs3388	38704098	-1	3374811	3375587	1
1719	-	ECs3389	38704099	-1	3375730	3377013	1
1720	-	ECs3397	15832651	-1	3382298	3382786	1
1720	-	ECs3396	38704100	-1	3380972	3382186	2
1720	-	ECs3395	15832649	-1	3380558	3380944	3
1720	iscA	ECs3394	15832648	-1	3380218	3380541	4
1720	hscB	ECs3393	15832647	-1	3379607	3380122	5
1720	hscA	ECs3392	15832646	-1	3377740	3379590	6
1720	-	ECs3391	15832645	-1	3377403	3377738	7
1720	-	ECs3390	15832644	-1	3377191	3377391	8
1721	-	ECs3398	15832652	-1	3383087	3383824	1
1722	-	ECs3399	15832653	1	3383943	3384746	1
1723	-	ECs3400	38704101	1	3384891	3385745	1
1724	-	ECs3401	162139765	1	3385936	3387216	1
1725	-	ECs3403	15832657	-1	3388507	3389397	1
1725	-	ECs3402	15832656	-1	3387208	3388347	2
1726	-	ECs3404	15832658	1	3389533	3390894	1
1726	-	ECs3405	15832659	1	3390891	3391409	2
1726	-	ECs3406	15832660	1	3391409	3391729	3
1726	-	ECs3407	15832661	1	3391726	3392538	4
1726	-	ECs3408	15832662	1	3392548	3393750	5
1727	-	ECs3409	38704102	1	3393847	3394269	1
1728	-	ECs3411	15832665	-1	3395201	3395989	1
1728	-	ECs3410	15832664	-1	3394317	3395189	2
1729	-	ECs3414	15832668	-1	3398885	3399868	1
1729	-	ECs3413	15832667	-1	3397351	3398862	2
1729	-	ECs3412	15832666	-1	3396328	3397326	3
1729	-	ECs5498	38704103	-1	3396071	3396295	4
1730	-	ECs3415	15832669	-1	3399965	3403339	1
1731	-	ECs3416	38704104	1	3403364	3404557	1
1732	glyA	ECs3417	15832671	-1	3404620	3405873	1
1733	-	ECs3418	15832672	1	3406201	3407391	1
1734	-	ECs3421	15832675	-1	3409159	3409872	1
1734	-	ECs3420	15832674	-1	3407835	3409169	2
1734	-	ECs3419	15832673	-1	3407436	3407774	3
1735	-	ECs3422	15832676	-1	3410037	3411527	1
1736	-	ECs3423	15832677	-1	3412040	3415927	1
1737	-	ECs3424	15832678	1	3416322	3417740	1
1738	-	ECs3426	38704105	-1	3418298	3418933	1
1738	-	ECs3425	15832679	-1	3417737	3418273	2
1739	-	ECs3427	162139764	1	3419142	3419990	1
1739	-	ECs3428	15832682	1	3420046	3420306	2
1740	-	ECs3435	15832689	-1	3425710	3427509	1
1740	-	ECs3434	15832688	-1	3424720	3425694	2
1740	rnc	ECs3433	15832687	-1	3423767	3424447	3
1740	era	ECs3432	15832686	-1	3422865	3423770	4
1740	recO	ECs3431	15832685	-1	3422125	3422853	5
1740	-	ECs3430	15832684	-1	3421382	3422113	6
1740	acpS	ECs3429	15832683	-1	3421002	3421382	7
1741	-	ECs3439	15832693	-1	3429810	3430385	1
1741	-	ECs3438	15832692	-1	3429139	3429777	2
1741	rseB	ECs3437	15832691	-1	3428183	3429139	3
1741	-	ECs3436	15832690	-1	3427707	3428186	4
1742	-	ECs3440	15832694	1	3430793	3432415	1
1743	-	ECs3441	15832695	-1	3432400	3433257	1
1744	-	ECs3442	15832696	1	3433269	3434603	1
1745	-	ECs3443	38704106	-1	3434636	3435517	1
1746	-	ECs3444	15832698	1	3435620	3436207	1
1747	-	ECs3445	15832699	-1	3436263	3436646	1
1748	-	ECs3446	15832700	1	3436951	3437607	1
1749	-	ECs3447	15832701	-1	3437689	3438726	1
1750	-	ECs3448	15832702	1	3438933	3439352	1
1751	-	ECs3449	38704107	1	3439421	3440119	1
1752	pssA	ECs3452	38704108	1	3442926	3444281	1
1753	-	ECs3453	15832707	1	3444378	3444650	1
1754	-	ECs3454	15832708	-1	3444647	3445945	1
1755	-	ECs3455	15832709	-1	3451719	3454292	1
1756	rluD	ECs3457	15832711	-1	3455150	3456130	1
1756	-	ECs3456	15832710	-1	3454422	3455153	2
1757	-	ECs3458	15832712	1	3456265	3457002	1
1757	-	ECs3459	15832713	1	3457032	3457238	2
1757	-	ECs3460	15832714	1	3457273	3457614	3
1758	-	ECs3461	15832715	1	3457718	3457765	1
1759	pheA	ECs3462	15832716	1	3457864	3459024	1
1760	-	ECs3464	15832718	-1	3460199	3461269	1
1760	tyrA	ECs3463	15832717	-1	3459067	3460188	2
1761	-	ECs3465	15832719	1	3461440	3461844	1
1762	-	ECs3466	15832720	1	3461994	3462512	1
1762	-	ECs3467	15832721	1	3462502	3463728	2
1762	-	ECs3468	15832722	1	3463744	3464226	3
1763	-	ECs3473	15832727	-1	3466442	3467803	1
1763	rpsP	ECs3472	15832726	-1	3466057	3466305	2
1763	rimM	ECs3471	162139719	-1	3465490	3466038	3
1763	trmD	ECs3470	15832724	-1	3464692	3465459	4
1763	rplS	ECs3469	15832723	-1	3464303	3464650	5
1764	-	ECs3474	38704110	1	3467970	3468761	1
1764	-	ECs3475	15832729	1	3468873	3470069	2
1765	-	ECs3476	15832730	-1	3470124	3470717	1
1766	ppnK	ECs3477	15832731	1	3470840	3471718	1
1766	-	ECs3478	15832732	1	3471804	3473465	2
1767	-	ECs3479	15832733	1	3473803	3473955	1
1768	-	ECs3481	15832735	-1	3474297	3474773	1
1768	-	ECs3480	162139763	-1	3474017	3474307	2
1769	smpB	ECs3482	15832736	1	3474905	3475387	1
1770	-	ECs3483	15832737	1	3476233	3476481	1
1771	-	ECs3485	15832739	-1	3476983	3477573	1
1772	-	ECs3486	15832740	1	3477756	3478406	1
1773	-	ECs3487	15832741	1	3478485	3479543	1
1774	-	ECs3488	15832742	-1	3479673	3480095	1
1775	-	ECs3489	15832743	-1	3480256	3480645	1
1776	-	ECs3490	15832744	1	3480743	3481069	1
1776	-	ECs3491	15832745	1	3481066	3481956	2
1777	-	ECs3492	15832746	-1	3481763	3482260	1
1778	-	ECs3494	15832748	-1	3482801	3483181	1
1778	-	ECs3493	15832747	-1	3482457	3482804	2
1779	-	ECs3497	15832751	-1	3483887	3484102	1
1779	-	ECs3496	15832750	-1	3483538	3483882	2
1780	-	ECs3498	15832752	-1	3484252	3486105	1
1781	-	ECs3499	15832753	1	3486346	3486675	1
1782	-	ECs3500	38704111	-1	3486766	3487482	1
1783	-	ECs3504	15832758	-1	3489630	3490196	1
1783	-	ECs3503	15832757	-1	3489044	3489655	2
1783	-	ECs3502	15832756	-1	3488382	3489047	3
1783	-	ECs3501	15832755	-1	3487762	3488385	4
1784	-	ECs3506	15832760	1	3491224	3491619	1
1785	-	ECs3507	15832761	-1	3491695	3492963	1
1786	-	ECs3508	15832762	-1	3493359	3493772	1
1787	-	ECs3512	15832766	-1	3497212	3498417	1
1787	-	ECs3511	15832765	-1	3495897	3497210	2
1787	-	ECs3510	15832764	-1	3494269	3495900	3
1787	-	ECs3509	15832763	-1	3493870	3494268	4
1788	-	ECs3513	15832767	-1	3498740	3498946	1
1789	-	ECs3514	15832768	-1	3499046	3499897	1
1790	-	ECs3515	15832769	-1	3500324	3505039	1
1791	-	ECs3517	15832771	-1	3505846	3507195	1
1792	-	ECs3518	15832772	1	3508583	3509821	1
1792	-	ECs3519	15832773	1	3509828	3510835	2
1793	-	ECs3520	38704112	1	3511172	3512149	1
1793	-	ECs3521	15832775	1	3512103	3513437	2
1793	gabD	ECs3522	15832776	1	3513460	3514908	3
1793	-	ECs3523	15832777	1	3514922	3516202	4
1794	-	ECs3524	15832778	1	3516440	3517840	1
1794	-	ECs3525	38704113	1	3517861	3518523	2
1795	-	ECs3526	15832780	-1	3518524	3518973	1
1796	-	ECs3527	15832781	-1	3519057	3519215	1
1797	-	ECs3528	15832782	1	3519398	3519697	1
1797	-	ECs3529	15832783	1	3519707	3520225	2
1798	-	ECs3530	15832784	-1	3520278	3520682	1
1799	-	ECs3531	15832785	1	3521350	3521799	1
1800	-	ECs3532	15832786	-1	3521836	3522180	1
1801	-	ECs3533	38704114	1	3522332	3522661	1
1802	-	ECs3534	15832788	-1	3522811	3524145	1
1803	-	ECs3535	15832789	1	3524233	3524664	1
1804	-	ECs3536	15832790	1	3524873	3525118	1
